Channel_number:	CH6
Foil_name:	GE21-FOIL-M3-G12-KR-B03-0012
Production-delivery_date:	
User_name:	
Time_stamp:	20220223_00-06
Voltage (V)	Current (uA)	Time (s)
0.000000	0.000000	1.927000
0.000000	0.000000	2.498000
0.000000	0.000000	3.076000
0.000000	0.000000	3.645000
0.000000	0.013000	4.216000
0.000000	0.013000	4.790000
0.000000	2.391000	5.351000
24.500000	2.391000	5.923000
24.500000	2.391000	6.518000
24.500000	2.391000	7.090000
39.400000	1.908000	7.677000
39.400000	1.908000	8.251000
54.600000	1.800000	8.821000
54.600000	1.800000	9.392000
54.600000	1.800000	9.960000
69.700000	1.775000	10.531000
69.700000	1.775000	11.103000
84.800000	1.775000	11.675000
84.800000	1.775000	12.433000
84.800000	1.489000	13.009000
84.800000	1.489000	13.581000
97.500000	1.489000	14.153000
97.500000	0.414000	14.725000
99.100000	0.414000	15.295000
99.100000	0.414000	15.872000
99.100000	0.414000	16.443000
99.200000	0.101000	17.022000
99.200000	0.101000	17.596000
99.200000	0.038000	18.168000
99.200000	0.038000	18.740000
99.200000	0.038000	19.311000
99.200000	0.025000	19.882000
99.200000	0.025000	20.455000
99.200000	0.022000	21.026000
99.200000	0.022000	21.604000
99.200000	0.022000	22.172000
99.200000	0.022000	22.743000
99.200000	0.022000	23.313000
99.200000	0.021000	23.884000
99.200000	0.021000	24.457000
99.200000	0.021000	25.036000
99.200000	0.020000	25.607000
99.200000	0.020000	26.180000
99.200000	0.020000	26.751000
99.200000	0.021000	27.322000
99.200000	0.021000	27.899000
99.200000	0.000000	29.883000
99.200000	0.000000	30.640000
99.200000	0.000000	31.219000
99.200000	0.000000	31.794000
99.200000	0.017550	32.365000
99.200000	0.017550	32.939000
99.200000	0.018550	33.510000
99.200000	0.018550	34.081000
99.200000	0.018550	34.661000
99.200000	0.019050	35.231000
99.200000	0.019050	35.805000
99.200000	0.018850	36.375000
99.200000	0.018850	36.963000
99.200000	0.018850	37.534000
99.200000	0.018750	38.106000
99.200000	0.018750	38.685000
99.200000	0.018450	39.257000
99.200000	0.018450	39.828000
99.200000	0.018450	40.399000
99.200000	0.018450	40.979000
99.200000	0.019550	41.550000
99.200000	0.019550	42.124000
99.200000	0.018450	42.694000
99.200000	0.018450	43.265000
99.200000	0.018450	43.838000
99.200000	0.018750	44.408000
99.200000	0.018750	44.982000
99.200000	0.018950	45.552000
99.200000	0.018950	46.123000
99.200000	0.000000	48.070000
99.400000	0.000000	48.640000
99.400000	0.000000	49.211000
99.400000	0.000000	49.784000
108.900000	1.031000	50.355000
108.900000	1.031000	50.934000
124.000000	1.624000	51.510000
124.000000	1.624000	52.104000
124.000000	1.624000	52.676000
124.000000	1.758000	53.254000
139.100000	1.758000	53.832000
139.100000	1.790000	54.418000
139.100000	1.790000	54.989000
154.300000	1.790000	55.559000
154.300000	1.790000	56.131000
169.400000	1.800000	56.704000
169.400000	1.800000	57.274000
169.400000	1.800000	57.844000
184.500000	1.809000	58.415000
184.500000	1.809000	59.176000
197.400000	1.541000	59.770000
197.400000	1.541000	60.341000
199.200000	0.479000	60.914000
199.200000	0.479000	61.486000
199.200000	0.479000	62.057000
199.200000	0.152000	62.631000
199.200000	0.152000	63.211000
199.200000	0.086000	63.791000
199.300000	0.086000	64.368000
199.300000	0.086000	64.945000
199.300000	0.086000	65.518000
199.300000	0.072000	66.090000
199.300000	0.072000	66.669000
199.300000	0.069000	67.250000
199.300000	0.069000	67.841000
199.300000	0.069000	68.419000
199.300000	0.068000	69.001000
199.300000	0.068000	69.575000
199.300000	0.068000	70.154000
199.300000	0.068000	70.735000
199.300000	0.068000	71.312000
199.300000	0.067000	71.892000
199.300000	0.067000	72.461000
199.300000	0.067000	73.037000
199.300000	0.067000	73.616000
199.300000	0.067000	74.195000
199.300000	0.014750	76.154000
199.300000	0.014750	76.921000
199.300000	0.066350	77.492000
199.300000	0.066350	78.067000
199.300000	0.066350	78.637000
199.300000	0.066350	79.219000
199.300000	0.067450	79.790000
199.300000	0.067450	80.369000
199.300000	0.067450	80.943000
199.300000	0.068200	81.532000
199.300000	0.068200	82.108000
199.300000	0.068700	82.690000
199.300000	0.068700	83.267000
199.300000	0.068600	83.845000
199.300000	0.068600	84.432000
199.300000	0.068600	85.011000
199.300000	0.068000	85.581000
199.300000	0.068000	86.161000
199.300000	0.068250	86.738000
199.300000	0.068250	87.317000
199.300000	0.068250	87.897000
199.300000	0.068200	88.473000
199.300000	0.068200	89.052000
199.300000	0.068200	89.624000
199.300000	0.068200	90.203000
199.300000	0.068000	90.783000
199.300000	0.068000	91.364000
199.300000	0.067400	91.940000
199.300000	0.000000	93.930000
199.300000	0.094000	94.507000
199.600000	0.094000	95.088000
199.600000	0.094000	95.660000
199.600000	0.094000	96.239000
205.100000	0.642000	96.817000
205.100000	0.642000	97.397000
212.600000	0.878000	97.971000
212.600000	0.878000	98.550000
212.600000	0.878000	99.128000
220.100000	0.930000	99.717000
220.100000	0.930000	100.297000
227.600000	0.943000	100.875000
227.600000	0.943000	101.451000
227.600000	0.943000	102.030000
227.600000	0.954000	102.608000
235.100000	0.954000	103.187000
235.100000	0.960000	103.766000
242.500000	0.960000	104.347000
242.500000	0.960000	105.111000
248.700000	0.794000	105.690000
248.700000	0.794000	106.287000
248.700000	0.794000	106.864000
249.400000	0.275000	107.441000
249.400000	0.275000	108.011000
249.400000	0.131000	108.588000
249.400000	0.131000	109.169000
249.400000	0.131000	109.746000
249.400000	0.101000	110.323000
249.400000	0.101000	110.903000
249.400000	0.094000	111.481000
249.400000	0.094000	112.058000
249.400000	0.094000	112.639000
249.400000	0.092000	113.217000
249.400000	0.092000	113.793000
249.400000	0.091000	114.373000
249.400000	0.091000	114.952000
249.400000	0.091000	115.528000
249.400000	0.091000	116.108000
249.400000	0.091000	116.685000
249.400000	0.091000	117.263000
249.400000	0.089000	117.842000
249.400000	0.089000	118.428000
249.400000	0.089000	119.006000
249.400000	0.089000	119.585000
249.400000	0.089000	120.156000
249.400000	0.000000	122.114000
249.400000	0.035650	122.879000
249.400000	0.035650	123.459000
249.400000	0.090100	124.037000
249.400000	0.090100	124.616000
249.400000	0.090100	125.194000
249.400000	0.090950	125.785000
249.400000	0.090950	126.362000
249.400000	0.091250	126.943000
249.400000	0.091250	127.523000
249.400000	0.091250	128.103000
249.400000	0.091200	128.682000
249.400000	0.091200	129.262000
249.400000	0.091200	129.835000
249.400000	0.090500	130.412000
249.400000	0.090500	130.991000
249.400000	0.090500	131.571000
249.400000	0.090250	132.149000
249.400000	0.090250	132.723000
249.400000	0.090300	133.294000
249.400000	0.090300	133.866000
249.400000	0.090300	134.447000
249.400000	0.089300	135.026000
249.400000	0.089300	135.596000
249.400000	0.089200	136.176000
249.400000	0.089200	136.756000
249.400000	0.089200	137.335000
249.400000	0.088700	137.914000
249.400000	0.000000	139.875000
249.400000	0.000000	140.641000
250.000000	0.178000	141.213000
250.000000	0.178000	141.788000
256.200000	0.717000	142.368000
256.200000	0.717000	142.946000
256.200000	0.717000	143.522000
256.200000	0.911000	144.102000
263.700000	0.911000	144.675000
263.700000	0.956000	145.253000
271.200000	0.956000	145.834000
271.200000	0.956000	146.411000
271.200000	0.956000	146.989000
278.800000	0.970000	147.583000
278.800000	0.970000	148.162000
286.100000	0.974000	148.731000
286.100000	0.974000	149.311000
286.100000	0.974000	149.881000
293.600000	0.981000	150.458000
293.600000	0.981000	151.037000
299.000000	0.740000	151.618000
299.000000	0.740000	152.193000
299.000000	0.740000	152.764000
299.300000	0.265000	153.343000
299.300000	0.265000	153.926000
299.300000	0.149000	154.503000
299.300000	0.149000	155.083000
299.300000	0.149000	155.666000
299.300000	0.036850	157.649000
299.300000	0.036850	158.417000
299.300000	0.125900	159.003000
299.300000	0.125900	159.584000
299.300000	0.125900	160.164000
299.300000	0.125900	160.736000
