Channel_number:	CH4
Foil_name:	GE21-FOIL-M3-G12-KR-B03-0018
Production-delivery_date:	
User_name:	
Time_stamp:	20220223_19-28
Voltage (V)	Current (uA)	Time (s)
0.000000	0.000000	1.871000
0.000000	0.000000	2.441000
0.000000	0.000000	3.012000
0.000000	0.000000	3.585000
0.000000	0.000000	4.156000
0.900000	0.159000	4.727000
0.900000	0.159000	5.300000
26.000000	2.641000	5.870000
26.000000	2.641000	6.442000
26.000000	2.641000	7.019000
41.000000	2.046000	7.590000
41.000000	2.046000	8.165000
56.200000	1.923000	8.739000
56.200000	1.923000	9.310000
56.200000	1.923000	9.883000
71.300000	1.891000	10.452000
71.300000	1.891000	11.025000
71.300000	1.885000	11.596000
86.300000	1.885000	12.364000
86.300000	1.477000	12.936000
86.300000	1.477000	13.506000
98.100000	1.477000	14.083000
98.100000	1.477000	14.664000
99.200000	0.368000	15.234000
99.200000	0.368000	15.813000
99.200000	0.368000	16.383000
99.200000	0.080000	16.955000
99.200000	0.080000	17.525000
99.200000	0.023000	18.097000
99.200000	0.023000	18.674000
99.200000	0.023000	19.245000
99.200000	0.010000	19.816000
99.200000	0.010000	20.389000
99.200000	0.007000	20.959000
99.200000	0.007000	21.527000
99.200000	0.007000	22.098000
99.200000	0.007000	22.678000
99.300000	0.007000	23.254000
99.300000	0.007000	23.825000
99.300000	0.006000	24.397000
99.300000	0.006000	24.969000
99.300000	0.006000	25.550000
99.300000	0.006000	26.131000
99.300000	0.006000	26.702000
99.300000	0.006000	27.272000
99.300000	0.006000	27.851000
99.300000	0.000000	29.832000
99.300000	0.000000	30.591000
99.300000	0.000000	31.160000
99.300000	0.000000	31.734000
99.300000	0.001550	32.312000
99.300000	0.001550	32.884000
99.300000	0.002400	33.456000
99.300000	0.002400	34.026000
99.300000	0.002400	34.598000
99.300000	0.002250	35.179000
99.300000	0.002250	35.749000
99.300000	0.001850	36.325000
99.300000	0.001850	36.895000
99.300000	0.001850	37.468000
99.300000	0.002050	38.039000
99.300000	0.002050	38.609000
99.300000	0.002050	39.191000
99.300000	0.001750	39.760000
99.300000	0.001750	40.332000
99.300000	0.001750	40.906000
99.300000	0.001900	41.475000
99.300000	0.001900	42.049000
99.300000	0.002000	42.619000
99.300000	0.002000	43.197000
99.300000	0.002000	43.777000
99.300000	0.002000	44.345000
99.300000	0.002000	44.919000
99.300000	0.001850	45.488000
99.300000	0.001850	46.069000
99.300000	0.000000	48.017000
99.800000	0.038000	48.586000
99.800000	0.038000	49.158000
99.800000	0.038000	49.732000
110.600000	1.207000	50.304000
110.600000	1.207000	50.881000
110.600000	1.737000	51.457000
110.600000	1.737000	52.027000
125.600000	1.737000	52.601000
125.600000	1.737000	53.180000
140.800000	1.855000	53.761000
140.800000	1.855000	54.333000
140.800000	1.855000	54.911000
155.900000	1.880000	55.491000
155.900000	1.880000	56.070000
171.100000	1.884000	56.643000
171.100000	1.884000	57.220000
171.100000	1.884000	57.800000
186.200000	1.882000	58.379000
186.200000	1.882000	59.147000
198.200000	1.485000	59.727000
198.200000	1.485000	60.309000
198.200000	0.383000	60.888000
199.300000	0.383000	61.467000
199.300000	0.383000	62.047000
199.300000	0.084000	62.624000
199.400000	0.084000	63.204000
199.400000	0.084000	63.780000
199.400000	0.024000	64.361000
199.400000	0.024000	64.937000
199.400000	0.024000	65.516000
199.400000	0.011000	66.087000
199.400000	0.011000	66.667000
199.400000	0.009000	67.246000
199.400000	0.009000	67.826000
199.400000	0.009000	68.403000
199.400000	0.007000	68.982000
199.400000	0.007000	69.560000
199.400000	0.007000	70.133000
199.400000	0.007000	70.714000
199.400000	0.007000	71.292000
199.400000	0.007000	71.871000
199.400000	0.007000	72.448000
199.400000	0.007000	73.029000
199.400000	0.006000	73.607000
199.400000	0.006000	74.185000
199.400000	0.000000	76.173000
199.400000	0.000000	76.942000
199.400000	0.000000	77.512000
199.400000	0.000000	78.088000
199.400000	0.001150	78.667000
199.400000	0.001150	79.247000
199.400000	0.002950	79.824000
199.400000	0.002950	80.403000
199.400000	0.002950	80.982000
199.400000	0.002850	81.558000
199.400000	0.002850	82.139000
199.400000	0.002650	82.715000
199.400000	0.002650	83.294000
199.400000	0.002350	83.872000
199.400000	0.002350	84.451000
199.400000	0.002350	85.028000
199.400000	0.002450	85.607000
199.400000	0.002450	86.185000
199.400000	0.002450	86.760000
199.400000	0.002450	87.340000
199.400000	0.002450	87.919000
199.400000	0.002450	88.495000
199.400000	0.002150	89.073000
199.400000	0.002150	89.652000
199.400000	0.002150	90.230000
199.400000	0.002450	90.809000
199.400000	0.002450	91.387000
199.400000	0.002400	91.963000
199.400000	0.000000	93.955000
199.400000	0.000000	94.535000
199.900000	0.063000	95.112000
199.900000	0.063000	95.686000
199.900000	0.063000	96.265000
205.800000	0.646000	96.844000
205.800000	0.646000	97.416000
213.200000	0.872000	97.988000
213.200000	0.872000	98.568000
