Channel_number:	CH6
Foil_name:	GE21-FOIL-M3-G3-KR-B02-0004
Production-delivery_date:	
User_name:	
Time_stamp:	20220222_01-01
Voltage (V)	Current (uA)	Time (s)
0.000000	0.000000	1.944000
0.000000	0.000000	2.693000
0.000000	0.000000	3.274000
0.000000	0.000000	3.836000
0.000000	0.033000	4.400000
0.000000	0.033000	4.975000
0.000000	0.033000	5.545000
24.700000	2.411000	6.118000
24.700000	2.411000	6.689000
39.600000	1.909000	7.260000
39.600000	1.909000	7.837000
39.600000	1.909000	8.408000
54.800000	1.802000	8.986000
54.800000	1.802000	9.561000
54.800000	1.776000	10.132000
69.900000	1.776000	10.728000
69.900000	1.776000	11.305000
69.900000	1.772000	11.876000
85.000000	1.772000	12.449000
85.000000	1.772000	13.012000
97.600000	1.466000	13.582000
97.600000	1.466000	14.172000
97.600000	1.466000	14.743000
99.100000	0.389000	15.313000
99.100000	0.389000	15.878000
99.200000	0.083000	16.449000
99.200000	0.083000	17.022000
99.200000	0.083000	17.586000
99.200000	0.022000	18.164000
99.200000	0.000000	20.109000
99.200000	0.000000	20.867000
99.200000	0.000000	21.440000
99.200000	0.000000	22.011000
99.200000	0.002500	22.581000
99.200000	0.002500	23.177000
99.200000	0.002500	23.752000
99.200000	0.002350	24.323000
99.200000	0.002350	24.896000
99.200000	0.002650	25.467000
99.200000	0.002650	26.038000
99.200000	0.002650	26.640000
99.200000	0.001950	27.215000
99.200000	0.001950	27.794000
99.200000	0.001950	28.368000
99.200000	0.001900	28.938000
99.200000	0.001900	29.510000
99.200000	0.001900	30.082000
99.200000	0.002050	30.653000
99.200000	0.002050	31.226000
99.200000	0.001700	31.797000
99.200000	0.001700	32.368000
99.200000	0.001700	32.939000
99.200000	0.002000	33.518000
99.200000	0.002000	34.089000
99.200000	0.001450	34.665000
99.200000	0.001450	35.236000
99.200000	0.001450	35.809000
99.200000	0.001450	36.379000
99.200000	0.000000	38.390000
99.200000	0.000000	39.148000
100.900000	0.205000	39.727000
100.900000	0.205000	40.302000
100.900000	1.301000	40.873000
113.600000	1.301000	41.446000
113.600000	1.301000	42.017000
113.600000	1.671000	42.588000
128.700000	1.671000	43.166000
128.700000	1.671000	43.737000
143.900000	1.750000	44.310000
143.900000	1.750000	44.880000
143.900000	1.750000	45.452000
159.100000	1.766000	46.021000
159.100000	1.766000	46.592000
174.200000	1.766000	47.165000
174.200000	1.766000	47.744000
174.200000	1.766000	48.314000
189.200000	1.767000	48.887000
189.200000	1.767000	49.459000
198.800000	1.140000	50.030000
198.800000	1.140000	50.618000
198.800000	1.140000	51.197000
198.800000	0.253000	51.777000
199.200000	0.253000	52.358000
199.200000	0.056000	52.936000
199.200000	0.056000	53.515000
199.200000	0.056000	54.101000
199.200000	0.056000	54.683000
199.200000	0.000000	56.664000
199.300000	0.000000	57.437000
199.300000	0.001200	58.018000
199.300000	0.001200	58.597000
199.300000	0.002350	59.177000
199.200000	0.002350	59.755000
199.200000	0.002350	60.328000
199.200000	0.002350	60.907000
199.300000	0.002750	61.478000
199.300000	0.002750	62.058000
199.300000	0.002300	62.638000
199.300000	0.002300	63.211000
199.300000	0.002300	63.791000
199.300000	0.001750	64.363000
199.300000	0.001750	64.940000
199.300000	0.002650	65.522000
199.300000	0.002650	66.093000
199.300000	0.002650	66.671000
199.300000	0.001850	67.245000
199.300000	0.001850	67.815000
199.300000	0.001650	68.388000
199.300000	0.001650	68.961000
199.300000	0.001650	69.530000
199.300000	0.001650	70.110000
199.300000	0.002000	70.691000
199.300000	0.002000	71.260000
199.300000	0.001450	71.842000
199.300000	0.001450	72.422000
199.300000	0.001450	73.001000
199.300000	0.000000	74.930000
199.300000	0.000000	75.704000
199.300000	0.000000	76.275000
201.000000	0.218000	76.852000
201.000000	0.218000	77.433000
208.000000	0.715000	78.013000
208.000000	0.715000	78.590000
208.000000	0.715000	79.169000
215.500000	0.841000	79.748000
215.500000	0.841000	80.325000
222.900000	0.867000	80.903000
222.900000	0.867000	81.481000
222.900000	0.867000	82.061000
230.400000	0.872000	82.639000
230.400000	0.872000	83.212000
230.400000	0.877000	83.785000
238.000000	0.877000	84.365000
238.000000	0.877000	84.945000
238.000000	0.877000	85.520000
245.500000	0.877000	86.100000
245.500000	0.877000	86.680000
249.300000	0.469000	87.260000
249.300000	0.469000	87.827000
249.300000	0.469000	88.408000
249.400000	0.099000	88.989000
249.400000	0.099000	89.566000
249.400000	0.024000	90.145000
249.400000	0.024000	90.746000
249.400000	0.000000	92.714000
249.400000	0.000000	93.478000
249.400000	0.000000	94.057000
249.400000	0.000000	94.638000
249.400000	0.001600	95.217000
249.400000	0.001600	95.789000
249.400000	0.002100	96.364000
249.400000	0.002100	96.968000
249.400000	0.001850	97.547000
249.400000	0.001850	98.127000
249.400000	0.001850	98.706000
249.400000	0.001750	99.278000
249.400000	0.001750	99.857000
249.400000	0.001750	100.436000
249.400000	0.001750	101.016000
249.400000	0.001900	101.594000
249.400000	0.001900	102.173000
249.400000	0.001550	102.752000
249.400000	0.001550	103.323000
249.400000	0.001550	103.902000
249.400000	0.001100	104.480000
249.400000	0.001100	105.059000
249.400000	0.002200	105.637000
249.400000	0.002200	106.209000
249.400000	0.002200	106.786000
