Channel_number:	CH5
Foil_name:	GE21-FOIL-M3-G12-KR-B02-0025
Production-delivery_date:	
User_name:	
Time_stamp:	20220214_21-55
Voltage (V)	Current (uA)	Time (s)
0.000000	0.000000	1.870000
0.000000	0.000000	2.450000
0.000000	0.335000	3.020000
0.000000	0.335000	3.591000
2.100000	0.335000	4.167000
2.100000	0.335000	4.739000
18.000000	1.593000	5.313000
18.000000	1.593000	5.884000
18.000000	1.593000	6.464000
33.400000	1.738000	7.052000
33.400000	1.738000	7.633000
48.500000	1.765000	8.209000
48.500000	1.765000	8.783000
63.700000	1.768000	9.354000
63.700000	1.768000	9.932000
63.700000	1.768000	10.510000
78.800000	1.768000	11.090000
78.800000	1.768000	11.661000
78.800000	1.747000	12.428000
93.700000	1.747000	13.006000
93.700000	1.747000	13.590000
93.700000	1.747000	14.175000
99.200000	0.754000	14.747000
99.200000	0.754000	15.319000
99.300000	0.162000	15.888000
99.300000	0.162000	16.477000
99.300000	0.162000	17.049000
99.300000	0.039000	17.621000
99.300000	0.039000	18.192000
99.300000	0.013000	18.768000
99.300000	0.013000	19.348000
99.300000	0.013000	19.919000
99.300000	0.007000	20.494000
99.300000	0.007000	21.064000
99.300000	0.006000	21.645000
99.300000	0.006000	22.226000
99.300000	0.006000	22.796000
99.300000	0.005000	23.368000
99.300000	0.005000	23.939000
99.300000	0.005000	24.520000
99.300000	0.005000	25.089000
99.300000	0.005000	25.660000
99.300000	0.005000	26.230000
99.300000	0.004000	26.804000
99.300000	0.004000	27.391000
99.300000	0.004000	27.963000
99.300000	0.000000	29.921000
99.300000	0.000000	30.696000
99.300000	0.000000	31.265000
99.300000	0.000000	31.846000
99.300000	0.000000	32.417000
99.300000	0.000450	32.997000
99.300000	0.000450	33.585000
99.300000	0.002050	34.166000
99.300000	0.002050	34.756000
99.300000	0.002050	35.337000
99.300000	0.001550	35.911000
99.300000	0.001550	36.489000
99.300000	0.001800	37.069000
99.300000	0.001800	37.656000
99.300000	0.001800	38.236000
