Channel_number:	CH3
Foil_name:	GE21-FOIL-M3-G12-KR-B02-0016
Production-delivery_date:	
User_name:	
Time_stamp:	20220218_20-12
Voltage (V)	Current (uA)	Time (s)
0.000000	0.000000	1.874000
0.000000	0.000000	2.445000
0.000000	0.000000	3.013000
0.000000	0.002000	3.587000
0.000000	0.002000	4.157000
0.000000	0.002000	4.729000
0.000000	2.387000	5.302000
23.600000	2.387000	5.881000
23.600000	2.387000	6.459000
23.600000	2.387000	7.030000
39.000000	1.967000	7.620000
39.000000	1.967000	8.196000
54.300000	1.830000	8.772000
54.300000	1.830000	9.351000
54.300000	1.830000	9.924000
69.500000	1.804000	10.520000
69.500000	1.804000	11.091000
84.800000	1.799000	11.669000
84.800000	1.799000	12.247000
84.800000	1.541000	13.013000
97.900000	1.541000	13.588000
97.900000	1.541000	14.166000
97.900000	0.410000	14.745000
99.900000	0.410000	15.324000
99.900000	0.410000	15.904000
99.900000	0.083000	16.485000
99.900000	0.083000	17.071000
99.900000	0.083000	17.646000
99.900000	0.020000	18.218000
99.900000	0.020000	18.796000
99.900000	0.010000	19.374000
99.900000	0.010000	19.963000
99.900000	0.010000	20.533000
99.900000	0.006000	21.107000
99.900000	0.006000	21.676000
99.900000	0.004000	22.250000
99.900000	0.004000	22.838000
99.900000	0.004000	23.409000
99.900000	0.004000	23.982000
99.900000	0.004000	24.560000
99.900000	0.004000	25.140000
99.900000	0.004000	25.712000
99.900000	0.004000	26.282000
99.900000	0.004000	26.861000
99.900000	0.004000	27.433000
99.900000	0.004000	28.013000
99.900000	0.004000	28.582000
99.900000	0.000000	30.536000
99.900000	0.000000	31.296000
99.900000	0.000000	31.867000
99.900000	0.000000	32.446000
99.900000	0.000000	33.017000
99.900000	0.001350	33.591000
99.900000	0.001350	34.163000
99.900000	0.001200	34.731000
99.900000	0.001200	35.328000
99.900000	0.001200	35.902000
99.900000	0.001300	36.488000
99.900000	0.001300	37.057000
99.900000	0.001050	37.631000
99.900000	0.001050	38.202000
99.900000	0.001050	38.773000
99.900000	0.001200	39.369000
99.900000	0.001200	39.947000
99.900000	0.001200	40.519000
100.000000	0.001600	41.100000
100.000000	0.001600	41.693000
100.000000	0.001600	42.274000
99.900000	0.000850	42.851000
99.900000	0.000850	43.433000
99.900000	0.000700	44.010000
99.900000	0.000700	44.606000
99.900000	0.000700	45.176000
99.900000	0.001350	45.763000
99.900000	0.001350	46.335000
99.900000	0.000000	48.297000
100.000000	0.000000	48.883000
100.000000	0.000000	49.465000
105.800000	0.721000	50.043000
105.800000	0.721000	50.618000
105.800000	0.721000	51.196000
120.700000	1.580000	51.786000
120.700000	1.580000	52.362000
136.000000	1.750000	52.941000
136.000000	1.750000	53.536000
136.000000	1.750000	54.116000
136.000000	1.785000	54.688000
151.200000	1.785000	55.273000
151.200000	1.789000	55.853000
166.400000	1.789000	56.436000
166.400000	1.789000	57.016000
166.400000	1.789000	57.590000
181.600000	1.792000	58.173000
181.600000	1.792000	58.761000
196.000000	1.697000	59.533000
196.000000	1.697000	60.113000
199.900000	0.570000	60.691000
199.900000	0.570000	61.270000
199.900000	0.570000	61.848000
