01_CUMean,75.65,76.31,74.386,75.369,74.26,75.19500000000001
01_CUStdev,0.51,0.767,0.965,0.688,0.42,0.19228000416059907
01_PIMean,47.23,49.405,47.801,45.288,47.45,47.434799999999996
01_PIStdev,0.59,0.488,0.666,0.596,0.77,0.09326950198215922
04_CUMean,77.26,74.73,74.49,77.15,69.92,74.71000000000001
04_CUStdev,0.74,0.81,0.95,0.96,0.67,0.11429785649783636
04_PIMean,54.51,57.69,56.67,55.56,53.62,55.61
04_PIStdev,0.47,0.68,0.93,0.6,0.8,0.1588206535687346
