01_CUMean,74.19,75.516,76.73,76.21,72.19,74.9672
01_CUStdev,0.9,0.764,0.85,0.97,1.42,0.22963135674380358
01_PIMean,45.05,48.95,49.16,46.13,46.36,47.129999999999995
01_PIStdev,0.7,0.42,0.93,0.62,0.54,0.17116074316267738
04_CUMean,76.36,76.92,78.15,77.08,73.11,76.324
04_CUStdev,0.91,1.03,0.66,0.94,0.75,0.13407460609675495
04_PIMean,54.84,59.719,55.13,53.85,53.58,55.42379999999999
04_PIStdev,0.57,0.491,0.91,0.59,0.69,0.14455504142021477
